Ruta,OperadOR,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,Año_colision,mes_colision,nuevo_id
"Goroka, Papua New Guinea",Airlink,Embraer 110P2 Bandeirante,17,15,2,17,15,2,0,1999,6,771
"Long Haul Lake, Manatoba, Canada",Blue Water Aviation Services,de Havilland Canada DHC-3 Otter,2,0,2,1,0,1,0,1999,6,770
"Luzamba, Angola",Savanair,Antonov 12B,5,0,5,1,0,1,0,1999,7,769
"Sittwe, Myanmar",Myanmar Airways,Fokker F-27 Friendship 600,8,4,4,8,4,4,0,1999,7,768
"Villavicencio, Colombia",LANC Colombia,Douglas DC-6A,18,12,6,5,5,0,0,1999,7,767
"Near Kathmandu, Nepal",Lufthansa Cargo Airlines,Boeing 727-243F,5,0,5,5,0,5,0,1999,7,766
"Toluca , Mexico",Aero Jet Express,Hawker Siddeley HS-125,4,2,2,4,2,2,0,1999,7,765
"Off Martha's Vineyard, Massachusetts",Private,Piper PA-32-R301 Saratoga II HP,3,2,1,3,2,1,0,1999,7,764
"Tokyo, Japan",All Nippon Airways,Boeing B-747,517,503,14,1,0,1,0,1999,7,763
"Near Orito, Colombia",Military - U.S. Army,de Havilland Canada DHC-7-102,7,0,7,7,0,7,0,1999,7,762
"Nasevou Village, Fiji",Air Fiji,Embraer 110P1 Bandeirante,17,15,2,17,15,2,0,1999,7,761
"Santo Antao, Cape Verde Islands",TACV-Cabo Verde Airlines,Dornier 228-201,18,16,2,18,16,2,0,1999,8,760
"Hong Kong, China",China Airlines (Taiwan),McDonnell Douglas MD-11,315,300,15,3,3,0,0,1999,8,759
"Hualian, Taiwan",Uni Air,McDonnell Douglas MD-90-30,96,90,6,1,1,0,0,1999,8,758
"Turtkul, Uzbekistan",Uzbekistan Airways,Yakovlev YAK-40,33,29,4,2,2,0,0,1999,8,757
"Buenos Aires, Argentina","LAPA, Lineas Aereas Privadas Argentinas",Boeing B-737-204C,103,98,5,63,60,3,2,1999,8,756
"Near Kathmandu, Nepal",Necon Air,Hawker Siddeley HS-748-501 Super 2B,15,10,5,15,10,5,0,1999,9,755
"Girona, Spain",Britannia Airways,Boeing 757-204,245,236,9,1,1,0,0,1999,9,754
"Bucharest, Romania",Greek Government,Dassault Falcon 900B,13,10,3,7,7,0,0,1999,9,753
"Belelm, Brazil",Norte Jet Táxi Aéreo,Embraer 110 Bandeirante,2,0,2,2,0,2,0,1999,9,752
"Mt. Hidalgo, Mexico",Military - Mexican Air Force,Lockheed C-130A Hercules,5,0,5,5,0,5,0,1999,9,751
"Dhahran, Saudi Arabia",Aramco Associated Company,Bell 214ST helicopter,20,18,2,12,10,2,0,1999,10,750
"San Carlos, Venezuela",Military - Venezuelan Army,Arava 201,6,3,3,6,3,3,0,1999,10,749
"Aberdeen, South Dakota",Private charter,Gates Learjet 35,6,4,2,6,4,2,0,1999,10,748
"Off Nantucket Island, Massachusetts",EgyptAir,Boeing B-767-366ER,217,202,15,217,202,15,0,1999,10,747
"Near Uruapan, Mexico",TAESA,McDonnell Douglas DC-9-31,18,13,5,18,13,5,0,1999,11,746
"Near Pristina, Kosovo",Si Fly - U.N. charter,Aerospatiale Alenia ATR-42,24,21,3,24,21,3,0,1999,11,745
"Moscow, Russia",Tashkent Aircraft Production Corporation,Ilyushin 114T,7,0,7,5,0,5,0,1999,12,744
"Near Bayombang, Philippines",Asian Spirit,Let 410UVP,17,15,2,17,15,2,0,1999,12,743
"Kuwait City, Kuwait",Military - U.S. Air Force,Lockheed C-130H,94,86,8,3,3,0,0,1999,12,742
"Sao Jorge, Azores (Portugal)",SATA,British Aerospace APT,35,31,4,35,31,4,0,1999,12,741
"Guatemala City, Guatemala",Cubana de Aviacon,McDonnell Douglas DC-10-30,314,296,18,16,8,8,2,1999,12,740
"Great Hallingbury, United Kingdom",Korean Air,Boeing 747-2B5F,4,0,4,4,0,4,0,1999,12,739
"Amritsar, India / Kandahar, Afghanistan",Indian Airlines,Airbus A300B2-101,189,174,15,1,0,1,0,1999,12,738
"Bejuma, Venezuela",Cubana de Aviacion,Yakovlev YAK-42D,22,12,10,22,12,10,0,1999,12,737
"Near Simara, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter,10,7,3,10,7,3,0,1999,12,736
"Near Zonguldak, Turkey",Ecuato Guineana de Aviacion,Antonov 28,6,4,2,6,4,2,0,1999,12,735
"Abuja, Nigeria",Skypower Express Airways,Embraer 110P1A Bandeirante,16,13,3,1,1,0,1,2000,1,734
"Niederhasli, Switzerland",Crossair,Saab 340B,10,7,3,10,7,3,0,2000,1,733
"Off Marsa el-Brega, Libya",Avisto,Shorts 360-300,41,38,3,22,21,1,0,2000,1,732
"San Jose, Costa Rica",TACA,Let 410UVP-E,20,17,3,5,4,1,0,2000,1,731
"Off Abidjan, Ivory Coast",Kenya Airways,AirbusA310-304,179,169,10,169,159,10,0,2000,1,730
"Off Point Mugu, California",Alaska Airlines,McDonnell Douglas MD-83,88,83,5,88,83,5,0,2000,1,729
"Sacramento, California",Emery Worldwide,McDonnell Douglas DC-8-71F,3,0,3,3,0,3,0,2000,2,728
"Burbank, Calilfornia",Southwest Airlines,Boeing B-737-3T5,142,137,5,0,0,0,0,2000,3,727
"Moscow, Russia",Vologodskiye Airlines,Yakovlev YAK-40,9,4,5,9,4,5,0,2000,3,726
"Near Kuna Yala, Panama",Aeroperlas,de Havilland Canada DHC-6 Twin Otter 300,10,8,2,10,8,2,0,2000,3,725
"Ennadai Lake, Canada",Points North Air Services,Douglas C-47A-5-DK,2,0,2,2,0,2,0,2000,3,724
"Herreira, Spain",Military - Ejército del Aire,CASA 212-DE Aviocar 200,7,0,7,7,0,7,0,2000,3,723
"Kadirana, Sri Lanka",Sky Cabs,Antonov AN-12 (freighter),8,0,8,6,0,6,2,2000,3,722
"Huambo, Angola",Uralex,Antonov AN-32,33,29,4,3,3,0,0,2000,3,721
"Near Anuradhapura, Sri Lanka",Military - Sri Lankan Air Force,Antonov An-26,40,36,4,40,36,4,0,2000,3,720
"Marianna, Florida",Bankair,Learjet 35A,3,0,3,3,0,3,0,2000,4,719
"Samal Island, Philippines",Air Philippines,Boeing B-737-2H4,131,124,7,131,124,7,0,2000,4,718
"Pepa ,Congo",Military - Centrafricain Airlines,Antonov AN-8,24,20,4,24,20,4,0,2000,4,717
"Bapi, Papua New Guinea",North Coast Aviation,Britten-Norman BN-2A-20 Islander,4,1,3,4,1,3,0,2000,4,716
"Lyon Satolas, France",Northern Executive Aviation,Learjet 35A,5,3,2,2,0,2,0,2000,5,715
"Kurupung, Guyana",Trans Guyana Airways,Britten-Norman BN-2A-9 Islander,1,0,1,1,0,1,0,2000,5,714
"Kaunakakai, Hawaii",Price Aircraft Company,Rockwell Sabreliner 65,6,4,2,6,4,2,0,2000,5,713
"Moanda, Gabon",Avirex,Beechcraft 1900C-1,10,8,2,3,2,1,0,2000,5,712
"Near Wilkes-Barre, Pennsylvania",Executive Airlines,BAe Jetstream 3101-31,19,17,2,19,17,2,0,2000,5,711
"Near Manila, Philippines",Philippine Air Lines,Airbus A.330-301,298,284,14,1,1,0,0,2000,5,710
"Off Whyalla, Australia",Whyalla Airlines,Piper PA-31-350 Navajo,8,1,7,8,1,7,0,2000,5,709
"Accra, Ghana",Ghana Airlink,Fokker F-27 Friendship 600,52,48,4,7,7,0,0,2000,6,708
"Shitai, China",Wuhan Airlines,Xian Yunshuji Y-7-100C,44,40,4,44,40,4,7,2000,6,707
"Boca Raton, Florida",Universal Jet Aviation,Learjet 55,3,1,2,3,1,2,0,2000,6,706
"Off Shimano, Japan",Military - Japanese Air Self-Defence Force,Kawasaki C-1A,5,0,5,5,0,5,0,2000,6,705
"Off Cagayancillo, Philippines",Military - Philippine Air Force,GAF Nomad N-22C,15,11,4,14,10,4,0,2000,7,704
"Near Villahermosa, Mexico",Aerocaribe,British Aerospace  BAe Jetstream 32EP,19,17,2,19,17,2,0,2000,7,703
"Villavicencio, Colombia",CORAL Colombia,Curtiss C-46A-60-CS,19,15,4,13,9,4,0,2000,7,702
"Raleigh, North Carolina",Win Win Aviation,de Havilland Canada DHC-6 Twin Otter 200,3,2,1,1,0,1,0,2000,7,701
"Patna, India",Indian Airlines/Alliance Airlines,Boeing B-737-2A8 Advanced,58,52,6,55,49,6,5,2000,7,700
"Linneus, Maine",Airwave Transport,Grumman G-159 Gulfstream I,2,0,2,2,0,2,0,2000,7,699
"Nassau, Bahamas",Allied Air Freight,Douglas C-47A-10-DK,2,0,2,2,0,2,0,2000,7,698
"Maui, Hawaii",Blue Hawaiian Helicopters,Aerospatiale AS355-F1,7,6,1,7,6,1,0,2000,7,697
"Gonesse, France",Air France,Aerospatiale BAe Concorde 101,109,100,9,109,100,9,4,2000,7,696
"Jodhura, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,25,22,3,25,22,3,0,2000,7,695
"Cubatao, Brazil",Air taxi - Lider Air Taxi,Sikorsky S-76,6,5,1,6,5,1,0,2000,8,694
"Puerto Montt, Chile",Military - Fuerza Aérea de Chile,Casa 212-AB10 Aviocar,14,10,4,14,10,4,0,2000,8,693
"Burlington Township, New Jersey",Patuxent Airways / Private,Piper Navajo PA-31/ Piper Seminole PA-44,11,8,3,11,8,3,0,2000,8,692
"Near Tshikapa, Congo",Staer Air,Antonov AN-26B,27,21,6,27,21,6,0,2000,8,691
"Off Manama, Bahrain",Gulf Air,Airbus A320-212,143,135,8,143,135,8,0,2000,8,690
"Mount Montezuma, Colombia",Military - Fuerza Aérea Colombiana,Douglas C-47,7,0,7,7,0,7,0,2000,9,689
"Near Burketown, Australia",Charter - Central Air,Beechcraft SKA 200,8,7,1,8,7,1,0,2000,9,688
"Kumarapura, Sri Lanka",Military - Sri Lanka Air Force,Mil Mi-17,14,12,2,14,12,2,0,2000,9,687
"Reynosa, Mexico",Aeromexico,McDonnell Douglas DC-9-31,88,83,5,0,0,0,4,2000,10,686
"Port Radium, Northwest Territories, Canada",Summit Air Charters,Shorts SC.7 Skyvan 3-100,3,1,2,3,1,2,0,2000,10,685
"Wichita, Kansas",Bombardier Aerospace,Canadair CL-600-2B16 Challenger 604,3,0,3,2,0,2,0,2000,10,684
"Hillsboro, Missouri",Private,Cessna 335,3,2,1,3,2,1,0,2000,10,683
"Near Sam Neua, Laos",Lao Aviation,Harbin Yunshuji Y-12-II,17,15,2,8,8,0,0,2000,10,682
"Near Batumi, Republic of Georgia",Military - Russian Air Force,Ilyushin IL-18D,86,75,11,86,75,11,0,2000,10,681
"Taipei, Taiwan",Singapore Airlines,Boeing B-747-412,179,159,20,83,79,4,0,2000,10,680
"Near Monaquimbundo, Angola",Aca-Ancargo,Antonov AN-26,44,39,5,44,39,5,0,2000,10,679
"Luabo, Democratic Republic Congo",Malu Aviation,Antonov 32B,11,5,6,2,1,1,0,2000,11,678
"Fort Wayne, Indiana",Superior Aviation,Swearingen SA.226TC Metro II,1,0,1,1,0,1,0,2000,11,677
"Near Luanda, Angola",Asa Pesada,Antonov AN-26,57,52,5,57,52,5,0,2000,11,676
"Miami, Florida",American Airlines,Airbus A300-600R,114,105,9,1,0,1,0,2000,11,675
"Near Sumacal, Beni, BO",Servicio Aereo Manchupo,Cessna 206,6,5,1,6,5,1,0,2000,12,674
"Zheng Zou AB, China",Military - People's Liberation Army,Shaanxi Yunshuji Y-8/Yunshuji Y-8,16,0,16,16,0,16,6,2001,1,673
"Near Silimo, Indonesia",Military - Tentara Nasional Indonesia Navy,CASA 212-MP Aviocar 200,9,0,9,9,0,9,0,2001,1,672
"Eider Point, Alaska",Majestic Air Cargo,Douglas C-47A-30-DK (DC-3C),2,0,2,2,0,2,0,2001,1,671
"Ciudad Bolivar, Venezuela",Rutaca Airlines,Douglas DC-3C (C47A-DL),24,20,4,24,20,4,0,2001,1,670
"Byers, Colorado",North Bay Charter,Beech King Air 200 Catpass,10,8,2,10,8,2,0,2001,1,669
"El Yopal, Colombia",Lineas Aereas Suramericanas,Sud Aviation SE-210 Caravelle 10R,6,3,3,3,2,1,0,2001,1,668
"Nurnberg, Germany",E.A.S. Aeroservizi,Learjet 35A,3,1,2,3,1,2,0,2001,2,667
"Beaver Island, Minnesota",Northern Illinois Flight Center,Swearingen SA.227AT Merlin IVC,6,4,2,2,0,2,0,2001,2,666
"Jakobkondre, Suriname",Gum Air Charter,GAF Nomad N24A,10,9,1,10,9,1,0,2001,2,665
"Near Granton Harbour, Scotland",Loganair,Shorts 360-100,2,0,2,2,0,2,0,2001,2,664
"Unadilla, Georgia",Military - Florida Army National Guard,Short 360,21,18,3,21,18,3,0,2001,3,663
"Bangkok, Thailand",Thai Airways,Boeing B-737-4D7,5,0,5,1,0,1,0,2001,3,662
"Medina, Saudi Arabia",Vnukovo Airlines,Tupolev 154M,174,162,12,3,2,1,0,2001,3,661
"Gustavia, St. Barthélémy, French West Indies",Air Caraibes,de Havilland Canada DHC-6 Twin Otter,19,17,2,19,17,2,1,2001,3,660
"Jadura, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,3,0,3,3,0,3,0,2001,3,659
"Near Aspen, Colorado",Jetwingsco Inc. - Private Charter,Grummand Gulfstream III,18,15,3,18,15,3,0,2001,3,658
"Thanh Tranh Village, Vietnam",SFC Vietnam - Charter - Full Account,Mil Mi-18 Helicopter,16,13,3,16,13,3,0,2001,4,657
"Near Roque Perez, Argentina",Private - Techint  group,Cessna  208B Grand Caravan,10,8,2,10,8,2,0,2001,4,656
"Malatya, Turkey",Military - Turkish Air Force,CASA CN-235M-10,34,28,6,34,28,6,0,2001,5,655
"Near Sari, Iran",Faraz Qeshm Airlines,Yakovlev YAK-40,30,25,5,30,25,5,0,2001,5,654
"Mendoza, Argentina",Fuerza Aérea Argentina,Fokker F-27 Friendship 400M,5,0,5,5,0,5,0,2001,5,653
"Near Myakotino, Russia",Military - Russian Air Force,Antonov 12MGA,7,0,7,7,0,7,0,2001,5,652
"Jayapura, Indonesia",Manunggal Air,Transall C-160NG,19,16,3,1,1,0,0,2001,6,651
"Near Irkutsk, Russia",Vladivostokavia,Tupolev TU-154M,145,136,9,145,136,9,0,2001,7,650
"Off Chinhae, South Korea",Private  - Daewoo Shipbuilding,Sikorsky S-76B helicopter,12,9,3,8,7,1,0,2001,7,649
"Near Puerto Cabello, Venezuela",Private - Overtec Company,Antonov AN-28 PZL-Mielec M-28 Sky Truck,13,10,3,13,10,3,0,2001,7,648
"Near Moscow, Russia",Russ Air Transport Company,Ilyushin IL-76,10,0,10,10,0,10,0,2001,7,647
"Reykjavík, Iceland",Naske Air,Dassault Falcon 20C,3,1,2,3,1,2,0,2001,8,646
"Near Meadview, Arizona",Papillon Grand Canyon Helicopters of Las Vegas,Aerospatiale AS350 Eurocopter  helicoper,7,6,1,6,5,1,0,2001,8,645
"Mugogo, Democratic Republic Congo",Victoria Airlines,Antonov 28,11,9,2,4,2,2,0,2001,8,644
"Ithaca, New York",Ameristar Jet Charter,Learjet 25,2,0,2,2,0,2,0,2001,8,643
"Lajes, Terceira, Azores",Air Transat,Airbus A-330-243,304,291,13,0,0,0,0,2001,8,642
"Near Malaga, Spain",Binter Mediterráneo,CASA  CN-235-200,47,44,3,4,3,1,0,2001,8,641
"Arlington, Virginia.",American Airlines,Boeing B-757-223,64,58,6,64,58,6,125,2001,9,640
"New York City, New York",American Airlines,Boeing 767-223ER,92,81,11,92,81,11,2750,2001,9,639
"New York City, New York",United Air Lines,Boeing B-767-222,65,56,9,65,56,9,2750,2001,9,638
"Shanksville, Pennsylvania",United Air Lines,Boeing B-757-222,44,37,7,44,37,7,0,2001,9,637
"Near Chichen Itza, Mexico",Aero Ferinco Charter,LET 410UVP,19,17,2,19,17,2,0,2001,9,636
"Belo Horizonte, Brazil",TAM (Brazil),Fokker 100,82,77,5,1,1,0,0,2001,9,635
"Guatemala City, Guatemala",Atlantic Airlines,LET 410UVP-E,13,11,2,9,8,1,0,2001,9,634
"110 miles SW of Sochi, Russia",Sibir Airlines,Tupolev Tu-154M,78,66,12,78,66,12,0,2001,10,633
"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,de Havilland DHC-2 Mk 1 Beaver,7,6,1,3,2,1,0,2001,10,632
"Milan, Italy",Scandinavian Airlines (SAS) / Private,MD-87 / Cessna 525A Citation II,114,106,8,114,106,8,4,2001,10,631
"Off Valencia, Spain",Flightline,Swearingen SA-226AT Merlin IV,10,8,2,10,8,2,0,2001,10,630
"Dillingham, Alaska",PenAir,Cessna 208 Caravan,10,9,1,10,9,1,0,2001,10,629
"Shamattawa, Canada",Perimeter Airlines,Swearingen SA.226TC Metro I,3,1,2,2,0,2,0,2001,10,628
"Anchorage, Alaska",ERA Aviation - Air Taxi,Bell 206L,5,4,1,3,2,1,0,2001,10,627
"Belle Harbor, Queens, New York",American Airlines,Airbus A-300-605R,260,251,9,260,251,9,5,2001,11,626
"Kalyazin, Russia",Charter - IRS Aero,Ilyushin 18V,27,18,9,27,18,9,0,2001,11,625
"Pittsburgh, Pennsylvania",Universal Jet Aviation,Learjet 25B,2,0,2,2,0,2,0,2001,11,624
"Palade, Estonia",ELK Aviation Co. (leased from Eminex),Antonov AN-28,17,14,3,2,2,0,0,2001,11,623
"Birchwil, Switzerland",Crossair,BAE Avro RJ100,33,28,5,24,21,3,0,2001,11,622
"Port Harcourt, Nigeria",MK Airlines,Boeing 747-246F,13,0,13,1,0,1,0,2001,11,621
"Near Novaya Inya , Russia","Military - Russian, cargo",Ilyushin IL- 76TD,18,9,9,18,9,9,0,2001,12,620
"Geti, Democratic Republic Congo",Eagle Air,Let 410A,6,4,2,6,4,2,0,2001,12,619
"Near Medellin, Colombia",Heliandes,Let 410UVP-E,16,14,2,16,14,2,0,2001,12,618
"Bremerhaven, Germany",BAL Bremerhaven Airline,Britten Norman BN-2B Trislander,9,8,1,8,7,1,0,2001,12,617
"Birmingham, England",Agco Corp,Canadair CL-604,5,3,2,5,3,2,0,2002,1,616
"Shamsi AFB, Pakistan",Military - U.S. Air Force,Lockheed Hercules KC-130R,7,0,7,7,0,7,0,2002,1,615
"Bilbao, Spain",Ibertrans Aérea,Embraer EMB-120 Brasilia,3,0,3,3,0,3,0,2002,1,614
"Chilpancingo, Mexico",Procuraduría General de la República,de Havilland DHC-6 Twin Otter 300,17,15,2,5,5,0,0,2002,1,613
"Near Solo, Indonesia",Garuda Indonesia Airlines,Boeing B-737-3Q8,62,54,8,1,0,1,0,2002,1,612
"Near La Bonita, Ecuador",Petroproducción,Fairchild FH-227E,26,21,5,26,21,5,0,2002,1,611
"Near Luena, Angola",Military - Angolan  Air Force,Antonov AN-12,40,34,6,5,3,2,0,2002,1,610
"Near Ipiales, Colombia",TAME,Boeing B-727-134,92,83,9,92,83,9,0,2002,1,609
"Near Khorramabed, Iran",Iran Air Tours,Tupolev TU-154,117,108,9,117,108,9,0,2002,2,608
"Monrovia, Liberia",Tiramavia,Antonov 12BP,10,3,7,1,0,1,0,2002,2,607
"Lakhta, Russia",Military - Russian Navy,Antonov AN-26,20,12,8,17,12,5,0,2002,2,606
"Off Dumaguete, Philippines",Military - U.S. Army,MH-47 Chinook helicopter,10,4,6,10,4,6,0,2002,2,605
"Monte Rotondo, Italy",Svedijos Prekés,Antonov 2TP,3,1,2,3,1,2,0,2002,3,604
"Near Placetas, Cuba",Charter - Aerotaxi,Antonov AN-2,17,15,2,17,15,2,0,2002,3,603
"Off Djibouti, Republic of Djibouti",Djibouti Airlines,Let 410UVP-E,4,0,4,4,0,4,0,2002,3,602
"Palma de Mallorca, Spain",Tadair,Swearingen SA.227AC Metro III,2,0,2,2,0,2,0,2002,4,601
"Busan, South Korea",Air China,Boeing B-767-200ER,166,155,11,128,120,8,0,2002,4,600
"Popayán, Colombia",SELVA Colombia,Antonov AN-32A,8,5,3,3,3,0,0,2002,4,599
"Near Abakan, Russia",Private,Mi-8 helicopter,20,17,3,8,6,2,0,2002,4,598
"Kano, Nigeria",EAS Airlines (Executive Airline Services),BAC One-Eleven 525FT,77,69,8,74,67,7,78,2002,5,597
"Near Tunis, Tunisia",EgyptAir,Boeing B-737-566,62,56,6,14,11,3,0,2002,5,596
"Off Dalian, China",China Northern Airlines,McDonnell Douglas MD-82,112,103,9,112,103,9,0,2002,5,595
"Near Calabar, Nigeria",Sky Executive Air Services,LET 410UVP,5,0,5,5,0,5,0,2002,5,594
"Off Penghu Island, Taiwan",China Airlines (Taiwan),Boeing B-747-209B,225,206,19,225,206,19,0,2002,5,593
"Near Nabire, Indonesia",Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,6,2,4,6,2,4,0,2002,5,592
"George, South Africa",Airquarius Aviation - Charter,Hawker Siddeley HS-748-372,3,1,2,3,1,2,0,2002,6,591
"Near Ndalatando, Angola",Military - Angolan Armed Forces,Mi-17,25,23,2,20,18,2,0,2002,6,590
"Near Gardez, Afghanistan",Military - U.S. Air Force,Lockheed MC-130H Hercules,10,2,8,3,0,3,0,2002,6,589
"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,Tupolev TU-154M / Boeing B-757-23APF,71,57,14,71,57,14,0,2002,7,588
"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,Boeing B-707-123B,27,19,8,27,19,8,0,2002,7,587
"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,Britten-Norman BN-2A Islander,10,8,2,10,8,2,0,2002,7,586
"Off Cromer, Norfork, England",Bristow Helicopters,Sikorsky S-76A,11,9,2,11,9,2,0,2002,7,585
"Surkhet, Nepal",Skyline Airways,de Havilland Canada DHC-6 Twin Otter 300,4,2,2,4,2,2,0,2002,7,584
"Lviv, Ukraine",Military - Ukraine Air Force,Sukhoi Su-27,2,0,2,0,0,0,85,2002,7,583
"Moscow, Russia",Pulkovo Aviation Enterprise,Iluyshin Il-86,16,0,16,14,0,14,0,2002,7,582
"Caguas, Puerto Rico",Military - U.S. Air Force,Lockheed MC-130H Hercules,10,3,7,10,3,7,0,2002,8,581
"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,Yunshuji Y-8D,5,0,5,5,0,5,0,2002,8,580
"Khankala, Chechnya",Military - Russian Air Force,Mil Mi-26,147,142,5,121,121,0,0,2002,8,579
"Pokhara, Nepal",Shangri La Air,de Havilland Canada DHC-6-300 Twin Otter,18,15,3,18,15,3,0,2002,8,578
"Near Ayan, Russia",Vostok Aviakompania,Antonov AN-28,16,14,2,16,14,2,0,2002,8,577
"Rio Branco, Brazil",Rico Taxi Aéreo,Embraer 120ER Brasilia,31,28,3,23,20,3,0,2002,8,576
"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,ATR 42-300,2,0,2,2,0,2,0,2002,9,575
"Near Natashquan, Quebec, Canada",Deraps Aviation,de Havilland Canada DHC-3 Otter,4,3,1,3,3,0,0,2002,9,574
"Vasco, India",Military - Indian Navy,Ilyushin IL-38 / Ilyushin IL-38,12,0,12,12,0,12,5,2002,10,573
"Near Niederanven, Luxembourg",Luxair,Fokker 50,22,19,3,20,18,2,0,2002,11,572
"Tarakan, Indonesia",Dirgantara Air Services,Britten-Norman BN-2A-21,10,9,1,7,6,1,0,2002,11,571
"Taos, New Mexico",Richmor Aviation,IAI 1124A Westwind,2,0,2,2,0,2,0,2002,11,570
"Manila, Philippines",Laoag International Airlines,Fokker F27 Friendship 100,34,29,5,19,18,1,0,2002,11,569
"Masai Mara Game Reserve, Kenya",Eagle Aviation,Let 410UVP-E20,20,18,2,1,0,1,0,2002,11,568
"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,Britten-Norman BN-2A-26 Islander,8,7,1,8,7,1,0,2002,12,567
"Rockford, Illinois",Planemasters,Cessna 208B Caravan I Super Cargomaster,1,0,1,1,0,1,0,2002,12,566
"Off Pachao Tao, Taiwan",Transasia Airways,Aérospatiale/Aeritalia ATR-72-202,2,0,2,2,0,2,0,2002,12,565
"Near Isfanan, Iran",Aeromist-Kharkiv,Antonov AN-140,44,38,6,44,38,6,0,2002,12,564
"Curitiba, Brazil",Military - Brazilian Air Force,Embraer-110 C-95B Bandeirante,16,13,3,3,2,1,0,2002,12,563
"Anjouan, Comoros Islands",Ocean Airlines,Let 410UVP,16,14,2,1,1,0,0,2002,12,562
"Charlotte, North Carolina",US Air Express/Air Midwest,Beech BE-1900D,21,19,2,21,19,2,0,2003,1,561
"Diyarbakir, Turkey",Turkish Airlines (THY),BAe Avro RJ-100,80,75,5,75,71,4,0,2003,1,560
"Near Chachapoyas, Peru",TANS Airlines,Fokker 28 Fellowship 1000,46,42,4,46,42,4,0,2003,1,559
"Near Ndjolé, Gabon",Aerocom,Antonov 24B,7,5,2,7,5,2,0,2003,1,558
"Busia, Kenya",African Commuter Services,Grumman G-159 Gulfstream I,13,11,2,3,1,2,0,2003,1,557
"Baucau, East Timor",Euro Asia Aviation,Ilyushin II-76TD,6,2,4,6,2,4,0,2003,1,556
"Near Agadir, Morocco",Volare Aviation Enterprise,Antonov 12BP,8,0,8,8,0,8,0,2003,2,555
"Tallinn, Estonia",Enimex,Antonov AN-28,3,0,3,2,0,2,0,2003,2,554
"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,Cessna 421,7,6,1,3,2,1,0,2003,2,553
"Near Shahdad, Iran",Military - Islamic Revolution's Guards Corps,Ilyushin Il-76MD,275,257,18,275,257,18,0,2003,2,552
"Near Kohat, Pakistan",Military - Pakistan Air Force,Fokker F-27 Friendship 200,17,9,8,17,9,8,0,2003,2,551
"Near Barki, Russia",Private - Kabanov - skydiving,Let L-410UVP,25,23,2,11,9,2,0,2003,3,550
"Tamanrasset, Algeria",Air Algerie,Boeing B-737-2T4,103,97,6,102,96,6,0,2003,3,549
"Mulia, Indonesia",PT Air Regional,de Havilland Canada DHC-6 Twin Otter,16,14,2,4,2,2,0,2003,3,548
"New Vienna, Iowa",Morris Hancock Flying Club - Charter,Beech A36,3,2,1,3,2,1,0,2003,3,547
"Near Macka, Turkey",Ukranian-Mediterranean Airlines,Yakovlev 42D,75,62,13,75,62,13,0,2003,5,546
"Talkeetna, Alaska",McKinley Air Service - Air Taxi,Cessna 185,4,3,1,4,3,1,0,2003,5,545
"Milan, Italy",Eurojet Italila,Gates Learjet 45,2,0,2,2,0,2,0,2003,6,544
"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,EMB 721C Sertanejo,5,4,1,5,4,1,0,2003,6,543
"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,Piper PA-31-350 Navajo Chieftain,10,9,1,8,7,1,0,2003,6,542
"Belo Horizonte, Brazil",Astro Air Taxi,Embraer 820C Navajo,4,2,2,4,2,2,0,2003,6,541
"Volcano, Hawaii",Paradise Tour Helicopters,McDonnell Douglas 369D,4,3,1,4,3,1,0,2003,6,540
"Near Brest, France",Brit Air,Canadair CRJ-100ER,24,21,3,1,0,1,0,2003,6,539
"Near Rudshour, Iran",Military - Islamic Republic of Iran Air Force,Lockheed C-130 Hercules,7,0,7,7,0,7,0,2003,6,538
"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,Cessna 180H,3,2,1,3,2,1,0,2003,6,537
"Near Rooisand Desert Ranch, Namibia",Comvac Aviation,Cessna 208B Grand Caravan,4,3,1,4,3,1,0,2003,6,536
"Blida, Algeria",Military - Algerian Air Force,Lockheed C-130H Hercules,4,0,4,4,0,4,11,2003,6,535
"Belem, Para, Brazil",Heringer Air Taxi,Mitsubishi MU 2B 35,4,2,2,4,2,2,0,2003,7,534
"Macaé, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,Sikorsky  S 76 A,5,3,2,5,3,2,0,2003,7,533
